,0,1,2,3,4,5,6,7,8,9,10,11,target
0,-3.108857676949972,-0.6917915520556174,-0.2345558993705147,0.015410589399832949,-0.34776594396079946,0.17887642754301042,-0.1334752854619608,0.16242993140603562,0.06855555891943241,0.13483162050016168,-0.06384378888120051,0.0012221111014975444,0
0,-2.1288574551208166,-1.0423600909203758,-0.43986027573893355,-0.10341217873779952,-0.35831725940137377,0.12598720004885486,-0.07774545498953382,0.34682460686355665,0.08483848158892997,0.1864469757466225,-0.03667595267959964,-0.21007733330463596,0
0,-2.759296644294628,-0.9408168867310698,-0.25711975678628685,-0.09586909674976189,-0.2980684654312216,0.14685411284449953,-0.17197076738263747,0.20787233310268136,0.1343610315386711,0.1557470091725084,-0.07493903263779993,-0.11216968947345043,0
0,-2.901617618535211,-0.6079077971862773,-0.35199446639056947,-0.041317539119874014,-0.2975407291357939,0.19419166811300959,-0.21986280973217276,0.18374127393831488,0.07222390170638855,0.1377476768621736,0.0045637152475583595,-0.030446436934761383,0
0,-2.168932083013985,-1.0642027137804462,-0.3691910721083199,-0.18328487566762164,-0.33463618701793424,0.04765237567163058,-0.1364916244301108,0.23590784533940543,0.18730448561884186,0.18584969521170788,0.026406755145342443,-0.15878691634147854,0
0,-2.7975465035388183,-0.5582515992497878,-0.521755670548825,-0.04129402817775276,-0.21244306674145422,-0.020183561913699157,-0.08384436499931243,0.1339343982138775,0.07846429945819781,0.17350363114292142,-0.03744970394864595,-0.07170733511529287,0
0,-3.235083702772865,-0.6852913530124876,-0.05821106551973639,-0.02820212051063878,-0.21620260162659566,0.12296744724272042,-0.1255336236583511,0.19696527100793443,0.0403654667328601,0.199744669301915,0.03668289514888118,-0.049382563410757474,0
0,-2.500042838975833,-0.8694770962107607,-0.36582145942280303,-0.13846233313004802,-0.21839964855886043,0.06843400549022896,-0.11260446767065369,0.2975166483944966,0.1727151545495959,0.17668889005908267,0.006779048854599701,-0.12676083040850386,0
0,-2.374481242446081,-0.9122266760293013,-0.35921184282026786,-0.18786883727112264,-0.259451518651808,0.04065196459108171,-0.07912546155337666,0.35305815802500357,0.18050460703282492,0.18889025474434828,0.08780393992380509,-0.09880991014344172,0
0,-2.2157971956139972,-0.8606340833707589,-0.46626738353564945,-0.1311771461020901,-0.32546821656387387,0.007192488214371674,-0.1398431172903422,0.24128904670311666,0.21452491575655555,0.15542238961685714,-0.026354980244973458,-0.15740223825277663,0
0,-11.028180123216773,-0.9126362198091805,0.6823711383276202,0.5511451578691388,0.42247884952252046,0.44657582884189195,0.25103574399818346,0.30313605274513267,0.13377081628383922,0.21493293384813308,0.08853703120875137,0.15613826088803534,0
0,-2.267810448673251,-0.8759260070803648,-0.48797049307498164,-0.22636342523462433,-0.22167642867827897,-0.03564969862609106,-0.07169071420393688,0.3003112288859202,0.13075035466874618,0.15834245354715507,-0.10206969715336939,-0.170999017332229,0
0,-2.6003037002487046,-0.8299919780784504,-0.5357939485553279,-0.19321490192959995,-0.29721380538135556,-0.015027593141152611,-0.06424826988608676,0.3036838455667369,0.16604012747929103,0.17402189362700324,-0.03198730883658732,-0.14837508971621882,0
0,-2.0746235229305108,-0.9432615402398675,-0.4881301492838438,-0.18388108357990493,-0.274035710484454,-0.021771662933224033,-0.04266201827203862,0.27891754339957203,0.1179495256800362,0.19854950225031606,-0.0033052577989853443,-0.16941083812459573,0
